"Id","SleepDay","TotalSleepRecords","TotalMinutesAsleep","TotalTimeInBed","date","day","total_time_awake_in_bed"
6962181067,"4/28/2016 12:00:00 AM",1,440,453,2016-04-28,"Thursday",13
6962181067,"4/29/2016 12:00:00 AM",1,433,447,2016-04-29,"Friday",14
6962181067,"4/30/2016 12:00:00 AM",1,422,424,2016-04-30,"Saturday",2
6962181067,"5/1/2016 12:00:00 AM",1,411,426,2016-05-01,"Sunday",15
6962181067,"5/2/2016 12:00:00 AM",1,466,482,2016-05-02,"Monday",16
6962181067,"5/3/2016 12:00:00 AM",1,394,418,2016-05-03,"Tuesday",24
6962181067,"5/4/2016 12:00:00 AM",1,442,455,2016-05-04,"Wednesday",13
6962181067,"5/5/2016 12:00:00 AM",1,467,491,2016-05-05,"Thursday",24
6962181067,"5/6/2016 12:00:00 AM",1,443,462,2016-05-06,"Friday",19
6962181067,"5/7/2016 12:00:00 AM",1,298,334,2016-05-07,"Saturday",36
6962181067,"5/8/2016 12:00:00 AM",1,541,569,2016-05-08,"Sunday",28
6962181067,"5/9/2016 12:00:00 AM",1,489,497,2016-05-09,"Monday",8
6962181067,"5/10/2016 12:00:00 AM",1,469,481,2016-05-10,"Tuesday",12
6962181067,"5/11/2016 12:00:00 AM",1,452,480,2016-05-11,"Wednesday",28
6962181067,"5/12/2016 12:00:00 AM",1,516,535,2016-05-12,"Thursday",19
7007744171,"4/16/2016 12:00:00 AM",1,79,82,2016-04-16,"Saturday",3
7007744171,"5/1/2016 12:00:00 AM",1,58,61,2016-05-01,"Sunday",3
7086361926,"4/12/2016 12:00:00 AM",1,514,525,2016-04-12,"Tuesday",11
7086361926,"4/13/2016 12:00:00 AM",1,451,465,2016-04-13,"Wednesday",14
7086361926,"4/14/2016 12:00:00 AM",1,472,476,2016-04-14,"Thursday",4
7086361926,"4/15/2016 12:00:00 AM",1,377,386,2016-04-15,"Friday",9
7086361926,"4/19/2016 12:00:00 AM",1,472,483,2016-04-19,"Tuesday",11
7086361926,"4/20/2016 12:00:00 AM",1,492,502,2016-04-20,"Wednesday",10
7086361926,"4/21/2016 12:00:00 AM",1,390,411,2016-04-21,"Thursday",21
7086361926,"4/22/2016 12:00:00 AM",1,428,448,2016-04-22,"Friday",20
7086361926,"4/24/2016 12:00:00 AM",1,681,704,2016-04-24,"Sunday",23
7086361926,"4/25/2016 12:00:00 AM",1,446,447,2016-04-25,"Monday",1
7086361926,"4/26/2016 12:00:00 AM",1,485,500,2016-04-26,"Tuesday",15
7086361926,"4/27/2016 12:00:00 AM",1,469,479,2016-04-27,"Wednesday",10
7086361926,"4/28/2016 12:00:00 AM",1,354,367,2016-04-28,"Thursday",13
7086361926,"4/30/2016 12:00:00 AM",1,485,489,2016-04-30,"Saturday",4
7086361926,"5/1/2016 12:00:00 AM",1,388,407,2016-05-01,"Sunday",19
7086361926,"5/2/2016 12:00:00 AM",1,440,459,2016-05-02,"Monday",19
7086361926,"5/3/2016 12:00:00 AM",1,456,461,2016-05-03,"Tuesday",5
7086361926,"5/4/2016 12:00:00 AM",1,420,436,2016-05-04,"Wednesday",16
7086361926,"5/6/2016 12:00:00 AM",1,322,333,2016-05-06,"Friday",11
7086361926,"5/7/2016 12:00:00 AM",1,530,548,2016-05-07,"Saturday",18
7086361926,"5/8/2016 12:00:00 AM",1,481,510,2016-05-08,"Sunday",29
7086361926,"5/9/2016 12:00:00 AM",1,427,438,2016-05-09,"Monday",11
7086361926,"5/11/2016 12:00:00 AM",1,451,463,2016-05-11,"Wednesday",12
7086361926,"5/12/2016 12:00:00 AM",1,444,457,2016-05-12,"Thursday",13
8053475328,"4/20/2016 12:00:00 AM",1,486,493,2016-04-20,"Wednesday",7
8053475328,"4/23/2016 12:00:00 AM",1,331,337,2016-04-23,"Saturday",6
8053475328,"5/7/2016 12:00:00 AM",1,74,75,2016-05-07,"Saturday",1
8378563200,"4/12/2016 12:00:00 AM",1,338,356,2016-04-12,"Tuesday",18
8378563200,"4/13/2016 12:00:00 AM",2,447,487,2016-04-13,"Wednesday",40
8378563200,"4/14/2016 12:00:00 AM",1,424,455,2016-04-14,"Thursday",31
8378563200,"4/15/2016 12:00:00 AM",1,513,533,2016-04-15,"Friday",20
8378563200,"4/16/2016 12:00:00 AM",2,611,689,2016-04-16,"Saturday",78
8378563200,"4/17/2016 12:00:00 AM",2,525,591,2016-04-17,"Sunday",66
8378563200,"4/18/2016 12:00:00 AM",1,398,451,2016-04-18,"Monday",53
8378563200,"4/19/2016 12:00:00 AM",1,387,421,2016-04-19,"Tuesday",34
8378563200,"4/20/2016 12:00:00 AM",1,381,409,2016-04-20,"Wednesday",28
8378563200,"4/21/2016 12:00:00 AM",1,396,417,2016-04-21,"Thursday",21
8378563200,"4/22/2016 12:00:00 AM",1,441,469,2016-04-22,"Friday",28
8378563200,"4/23/2016 12:00:00 AM",1,565,591,2016-04-23,"Saturday",26
8378563200,"4/24/2016 12:00:00 AM",1,458,492,2016-04-24,"Sunday",34
8378563200,"4/25/2016 12:00:00 AM",1,388,402,2016-04-25,"Monday",14
8378563200,"4/25/2016 12:00:00 AM",1,388,402,2016-04-25,"Monday",14
8378563200,"4/26/2016 12:00:00 AM",1,550,584,2016-04-26,"Tuesday",34
8378563200,"4/27/2016 12:00:00 AM",1,531,600,2016-04-27,"Wednesday",69
8378563200,"4/28/2016 12:00:00 AM",1,506,556,2016-04-28,"Thursday",50
8378563200,"4/29/2016 12:00:00 AM",1,527,562,2016-04-29,"Friday",35
8378563200,"4/30/2016 12:00:00 AM",1,468,555,2016-04-30,"Saturday",87
8378563200,"5/1/2016 12:00:00 AM",1,475,539,2016-05-01,"Sunday",64
8378563200,"5/2/2016 12:00:00 AM",1,351,385,2016-05-02,"Monday",34
8378563200,"5/3/2016 12:00:00 AM",1,405,429,2016-05-03,"Tuesday",24
8378563200,"5/4/2016 12:00:00 AM",1,441,477,2016-05-04,"Wednesday",36
8378563200,"5/5/2016 12:00:00 AM",1,381,417,2016-05-05,"Thursday",36
8378563200,"5/6/2016 12:00:00 AM",1,323,355,2016-05-06,"Friday",32
8378563200,"5/7/2016 12:00:00 AM",2,459,513,2016-05-07,"Saturday",54
8378563200,"5/8/2016 12:00:00 AM",1,545,606,2016-05-08,"Sunday",61
8378563200,"5/9/2016 12:00:00 AM",1,359,399,2016-05-09,"Monday",40
8378563200,"5/10/2016 12:00:00 AM",1,342,391,2016-05-10,"Tuesday",49
8378563200,"5/11/2016 12:00:00 AM",1,368,387,2016-05-11,"Wednesday",19
8378563200,"5/12/2016 12:00:00 AM",1,496,546,2016-05-12,"Thursday",50
8792009665,"4/12/2016 12:00:00 AM",1,458,493,2016-04-12,"Tuesday",35
8792009665,"4/13/2016 12:00:00 AM",1,531,552,2016-04-13,"Wednesday",21
8792009665,"4/14/2016 12:00:00 AM",1,486,503,2016-04-14,"Thursday",17
8792009665,"4/15/2016 12:00:00 AM",1,363,377,2016-04-15,"Friday",14
8792009665,"4/20/2016 12:00:00 AM",1,528,547,2016-04-20,"Wednesday",19
8792009665,"4/22/2016 12:00:00 AM",1,391,407,2016-04-22,"Friday",16
8792009665,"4/23/2016 12:00:00 AM",1,339,360,2016-04-23,"Saturday",21
8792009665,"4/27/2016 12:00:00 AM",1,423,428,2016-04-27,"Wednesday",5
8792009665,"4/28/2016 12:00:00 AM",1,402,416,2016-04-28,"Thursday",14
8792009665,"4/29/2016 12:00:00 AM",1,398,406,2016-04-29,"Friday",8
8792009665,"4/30/2016 12:00:00 AM",1,343,360,2016-04-30,"Saturday",17
8792009665,"5/1/2016 12:00:00 AM",1,503,527,2016-05-01,"Sunday",24
8792009665,"5/2/2016 12:00:00 AM",1,415,423,2016-05-02,"Monday",8
8792009665,"5/3/2016 12:00:00 AM",1,516,545,2016-05-03,"Tuesday",29
8792009665,"5/4/2016 12:00:00 AM",1,439,463,2016-05-04,"Wednesday",24
